26. Round,,1,X,2,
AC Oulu - Honka,3:3,,,,02.10.2004
Kuusankoski - VG-62 Naantali,2:5,,,,02.10.2004
Mariehamn - Rakuunat,4:0,,,,02.10.2004
Mikkeli - PP-70 Tampere,2:1,,,,02.10.2004
Narpes Kraft - GBK Kokkola,8:2,,,,02.10.2004
P-Iirot Rauma - KuPS,0:2,,,,02.10.2004
Viikingit - VPS,0:3,,,,02.10.2004
25. Round,,1,X,2,
Honka - Kuusankoski,4:1,,,,26.09.2004
KuPS - Mikkeli,0:1,,,,26.09.2004
PP-70 Tampere - Mariehamn,1:3,,,,26.09.2004
VPS - AC Oulu,4:0,,,,26.09.2004
GBK Kokkola - P-Iirot Rauma,0:3,,,,25.09.2004
VG-62 Naantali - Narpes Kraft,1:1,,,,25.09.2004
Viikingit - Rakuunat,0:2,,,,25.09.2004
24. Round,,1,X,2,
GBK Kokkola - Rakuunat,2:2,,,,19.09.2004
Mikkeli - Mariehamn,2:0,,,,19.09.2004
Narpes Kraft - PP-70 Tampere,2:0,,,,19.09.2004
P-Iirot Rauma - Kuusankoski,2:1,,,,19.09.2004
KuPS - VPS,1:0,,,,18.09.2004
VG-62 Naantali - Honka,1:3,,,,18.09.2004
Viikingit - AC Oulu,1:0,,,,18.09.2004
23. Round,,1,X,2,
AC Oulu - Narpes Kraft,0:0,,,,12.09.2004
Kuusankoski - Mikkeli,1:4,,,,12.09.2004
Mariehamn - Viikingit,2:2,,,,12.09.2004
VPS - P-Iirot Rauma,2:0,,,,12.09.2004
Honka - KuPS,2:2,,,,11.09.2004
PP-70 Tampere - GBK Kokkola,5:1,,,,11.09.2004
Rakuunat - VG-62 Naantali,1:1,,,,11.09.2004
22. Round,,1,X,2,
Rakuunat - Kuusankoski,0:1,,,,06.09.2004
GBK Kokkola - VPS,0:2,,,,05.09.2004
KuPS - PP-70 Tampere,2:1,,,,05.09.2004
Narpes Kraft - Mariehamn,1:2,,,,05.09.2004
P-Iirot Rauma - Honka,0:1,,,,05.09.2004
VG-62 Naantali - AC Oulu,2:2,,,,04.09.2004
Viikingit - Mikkeli,2:2,,,,04.09.2004
21. Round,,1,X,2,
AC Oulu - P-Iirot Rauma,0:3,,,,29.08.2004
Kuusankoski - Narpes Kraft,0:0,,,,29.08.2004
Mariehamn - KuPS,0:1,,,,29.08.2004
Mikkeli - GBK Kokkola,1:2,,,,29.08.2004
PP-70 Tampere - Viikingit,0:0,,,,29.08.2004
Rakuunat - Honka,0:3,,,,29.08.2004
VPS - VG-62 Naantali,2:1,,,,29.08.2004
20. Round,,1,X,2,
KuPS - AC Oulu,2:1,,,,26.08.2004
Mikkeli - Rakuunat,2:2,,,,26.08.2004
P-Iirot Rauma - PP-70 Tampere,1:0,,,,26.08.2004
GBK Kokkola - Kuusankoski,3:3,,,,25.08.2004
VG-62 Naantali - Mariehamn,1:2,,,,25.08.2004
Viikingit - Honka,4:3,,,,25.08.2004
19. Round,,1,X,2,
Kuusankoski - Viikingit,1:3,,,,22.08.2004
P-Iirot Rauma - Narpes Kraft,2:1,,,,22.08.2004
VPS - Mikkeli,1:0,,,,22.08.2004
AC Oulu - Mariehamn,3:2,,,,21.08.2004
Honka - PP-70 Tampere,1:2,,,,21.08.2004
VG-62 Naantali - GBK Kokkola,1:2,,,,21.08.2004
Rakuunat - KuPS,2:1,,,,19.08.2004
18. Round,,1,X,2,
