38. Round,,1,X,2,
Arsenal - Wigan,4:2,1.25,6.75,14.3,07.05.2006
Aston Villa - Sunderland,2:1,1.67,3.8,6.5,07.05.2006
Blackburn - Manchester City,2:0,2.12,3.3,4.3,07.05.2006
Bolton - Birmingham,1:0,1.58,4,7,07.05.2006
Everton - West Brom,2:2,1.67,3.6,6,07.05.2006
Fulham - Middlesbrough,1:0,1.7,3.75,6.5,07.05.2006
Manchester United - Charlton,4:0,1.22,6.72,15.56,07.05.2006
Newcastle Utd - Chelsea,1:0,3,3.35,2.65,07.05.2006
Portsmouth - Liverpool,1:3,6.26,3.8,1.65,07.05.2006
West Ham - Tottenham,2:1,3.85,3.55,2.1,07.05.2006
35. Round,,1,X,2,
Manchester City - Arsenal,1:3,6.7,3.77,1.6,04.05.2006
33. Round,,1,X,2,
Sunderland - Fulham,2:1,3.3,3.5,2.27,04.05.2006
19. Round,,1,X,2,
Bolton - Middlesbrough,1:1,1.57,4.09,7.5,03.05.2006
36. Round,,1,X,2,
Blackburn - Chelsea,1:0,3.15,3.4,2.54,02.05.2006
37. Round,,1,X,2,
Sunderland - Arsenal,0:3,11,5,1.35,01.05.2006
West Brom - West Ham,0:1,2.35,3.35,3.3,01.05.2006
36. Round,,1,X,2,
Manchester United - Middlesbrough,0:0,1.25,6,14.61,01.05.2006
37. Round,,1,X,2,
Tottenham - Bolton,1:0,1.75,3.65,5.5,30.04.2006
Birmingham - Newcastle Utd,0:0,2.45,3.4,2.91,29.04.2006
Charlton - Blackburn,0:2,3.4,3.3,2.37,29.04.2006
Chelsea - Manchester United,3:0,2.25,3.1,3.85,29.04.2006
Liverpool - Aston Villa,3:1,1.36,4.8,11.29,29.04.2006
Manchester City - Fulham,1:2,1.85,3.65,5.09,29.04.2006
Middlesbrough - Everton,0:1,2.83,3.25,2.85,29.04.2006
Wigan - Portsmouth,1:2,2.7,3.4,2.91,29.04.2006
36. Round,,1,X,2,
West Ham - Liverpool,1:2,5,3.4,1.9,26.04.2006
Aston Villa - Manchester City,0:1,2.35,3.25,3.11,25.04.2006
Fulham - Wigan,1:0,2.25,3.3,3.5,24.04.2006
Arsenal - Tottenham,1:1,1.7,3.6,5.66,22.04.2006
Bolton - Charlton,4:1,1.8,3.55,6,22.04.2006
Everton - Birmingham,0:0,2.29,3.35,3.4,22.04.2006
Newcastle Utd - West Brom,3:0,1.77,3.5,5,22.04.2006
Portsmouth - Sunderland,2:1,1.4,4.75,9.5,22.04.2006
35. Round,,1,X,2,
Birmingham - Blackburn,2:1,2.75,3.3,2.8,19.04.2006
Wigan - Aston Villa,3:2,2.25,3.3,3.55,18.04.2006
Charlton - Portsmouth,2:1,2.54,3.25,3,17.04.2006
Chelsea - Everton,3:0,1.24,6,15,17.04.2006
Middlesbrough - West Ham,2:0,2.6,3.4,2.75,17.04.2006
Sunderland - Newcastle Utd,1:4,4,3.3,2,17.04.2006
Tottenham - Manchester United,1:2,3.5,3.3,2.31,17.04.2006
West Brom - Bolton,0:0,2.5,3.3,3,17.04.2006
34. Round,,1,X,2,
Aston Villa - Birmingham,3:1,2.5,3.15,3.5,16.04.2006
Blackburn - Liverpool,0:1,3.35,3.25,2.5,16.04.2006
Arsenal - West Brom,3:1,1.25,5.5,15,15.04.2006
Bolton - Chelsea,0:2,5.5,3.51,1.74,15.04.2006
Everton - Tottenham,0:1,2.8,3.25,2.8,15.04.2006
Fulham - Charlton,2:1,2.1,3.3,4,15.04.2006
Newcastle Utd - Wigan,3:1,1.94,3.45,4.33,15.04.2006
Portsmouth - Middlesbrough,1:0,1.8,3.8,5,15.04.2006
West Ham - Manchester City,1:0,2.29,3.3,3.3,15.04.2006
Manchester United - Sunderland,0:0,1.11,9.05,26,14.04.2006
31. Round,,1,X,2,
Portsmouth - Arsenal,1:1,5.5,3.65,1.7,12.04.2006
33. Round,,1,X,2,
Aston Villa - West Brom,0:0,2.29,3.25,3.6,09.04.2006
Chelsea - West Ham,4:1,1.28,5.5,14,09.04.2006
Liverpool - Bolton,1:0,1.55,3.8,7.71,09.04.2006
Manchester United - Arsenal,2:0,2.08,3.4,3.75,09.04.2006
Middlesbrough - Newcastle Utd,1:2,2.54,3.25,2.9,09.04.2006
Charlton - Everton,0:0,2.61,3.2,3.1,08.04.2006
Portsmouth - Blackburn,2:2,2.54,3.25,2.75,08.04.2006
Tottenham - Manchester City,2:1,1.65,3.6,6.25,08.04.2006
Wigan - Birmingham,1:1,2.1,3.4,3.75,08.04.2006
13. Round,,1,X,2,
Birmingham - Bolton,1:0,2.91,3.3,2.52,04.04.2006
32. Round,,1,X,2,
Blackburn - Wigan,1:1,1.83,3.5,5,03.04.2006
Manchester City - Middlesbrough,0:1,2.04,3.4,4,02.04.2006
West Ham - Charlton,0:0,2.15,3.3,3.65,02.04.2006
Arsenal - Aston Villa,5:0,1.3,5.47,12.57,01.04.2006
Birmingham - Chelsea,0:0,13,4.84,1.33,01.04.2006
Bolton - Manchester United,1:2,4.05,3.4,2.04,01.04.2006
Everton - Sunderland,2:2,1.36,5,10,01.04.2006
Fulham - Portsmouth,1:3,2.1,3.5,4,01.04.2006
Newcastle Utd - Tottenham,3:1,2.85,3.25,2.7,01.04.2006
West Brom - Liverpool,0:2,6,3.6,1.6,01.04.2006
27. Round,,1,X,2,
Manchester United - West Ham,1:0,1.33,5.5,10.5,29.03.2006
31. Round,,1,X,2,
Tottenham - West Brom,2:1,1.45,4.29,8.5,27.03.2006
Charlton - Newcastle Utd,3:1,2.61,3.25,3.1,26.03.2006
Manchester United - Birmingham,3:0,1.2,6.5,18,26.03.2006
Middlesbrough - Bolton,4:3,2.91,3.29,2.5,26.03.2006
Aston Villa - Fulham,0:0,2.06,3.35,3.67,25.03.2006
Chelsea - Manchester City,2:0,1.25,5.25,14,25.03.2006
