26. Round,,1,X,2,
HJK - Lahti,0:1,1.95,3.6,4.42,26.10.2008
Inter Turku - Jaro,2:0,1.3,6.04,14.3,26.10.2008
KooTeePee - Haka,0:2,5.35,3.85,1.75,26.10.2008
KuPS - Rovaniemi,0:1,2.71,3.6,3.35,26.10.2008
Mariehamn - Honka,3:2,5.75,4.2,1.65,26.10.2008
Tampere Utd - MyPa,0:2,2.4,3.67,3.3,26.10.2008
VPS - TPS,2:3,4.71,3.5,2.2,26.10.2008
25. Round,,1,X,2,
Haka - HJK,2:3,3.3,3.41,2.35,19.10.2008
Jaro - KuPS,3:2,2.13,3.67,3.5,19.10.2008
Lahti - Mariehamn,2:1,1.62,4.26,6.35,19.10.2008
MyPa - Inter Turku,0:0,3.45,3.39,2.29,19.10.2008
Rovaniemi - VPS,0:1,3.45,3.4,3.75,19.10.2008
TPS - KooTeePee,4:1,1.28,6.5,13.5,19.10.2008
Honka - Tampere Utd,3:4,1.76,3.8,6,18.10.2008
24. Round,,1,X,2,
KooTeePee - Rovaniemi,0:2,4.2,3.55,3.2,06.10.2008
HJK - TPS,1:0,2.04,3.6,4,05.10.2008
Inter Turku - Honka,0:0,2.2,3.56,3.69,05.10.2008
KuPS - MyPa,1:4,3.1,3.39,3.2,05.10.2008
Lahti - Haka,1:0,1.93,4.2,4.2,05.10.2008
Tampere Utd - Mariehamn,1:0,1.96,4.34,4.5,05.10.2008
VPS - Jaro,2:1,2.5,3.52,3.05,05.10.2008
23. Round,,1,X,2,
Honka - KuPS,2:1,1.33,5.75,13.5,28.09.2008
Jaro - KooTeePee,2:1,1.55,4.59,9.19,28.09.2008
Mariehamn - Haka,2:1,2.5,3.3,3.15,28.09.2008
MyPa - VPS,0:0,1.59,3.8,7.5,28.09.2008
Rovaniemi - HJK,2:0,5,3.66,1.85,28.09.2008
TPS - Lahti,2:1,2.36,3.44,3.25,28.09.2008
Tampere Utd - Inter Turku,1:0,4.75,3.5,2,27.09.2008
22. Round,,1,X,2,
Haka - TPS,1:2,2.1,3.63,4.75,25.09.2008
HJK - Jaro,2:3,1.45,4.5,9.5,25.09.2008
KooTeePee - MyPa,0:4,7.5,4,1.7,25.09.2008
Lahti - Rovaniemi,3:0,1.51,4.5,7.5,25.09.2008
VPS - Honka,1:4,5.2,3.6,1.82,25.09.2008
Inter Turku - Mariehamn,2:0,1.3,5.33,13.23,24.09.2008
KuPS - Tampere Utd,1:1,3.55,3.5,2.2,24.09.2008
21. Round,,1,X,2,
Honka - KooTeePee,2:1,1.25,6.28,16.2,21.09.2008
Jaro - Lahti,2:2,3.08,3.31,2.5,21.09.2008
Mariehamn - TPS,2:1,3.1,3.41,2.52,21.09.2008
MyPa - HJK,1:3,2.7,3.3,2.9,21.09.2008
Rovaniemi - Haka,1:2,2.92,3.3,2.75,21.09.2008
Tampere Utd - VPS,1:1,1.65,3.89,6.92,21.09.2008
Inter Turku - KuPS,4:0,1.27,6.18,15.52,19.09.2008
20. Round,,1,X,2,
Lahti - MyPa,4:0,,3.33,3.1,15.09.2008
Haka - Jaro,1:2,1.7,4,5.74,14.09.2008
HJK - Honka,0:2,3.8,4.3,4.18,14.09.2008
