33. Round,,1,X,2,
HJK - KuPS,4:2,1.25,7,15,26.10.2013
Inter Turku - Honka,1:2,2.5,3.7,2.9,26.10.2013
Jaro - Rovaniemi,2:0,2.61,3.55,2.81,26.10.2013
Lahti - TPS,3:2,1.8,4.01,4.63,26.10.2013
Mariehamn - VPS,4:1,2.1,4,3.68,26.10.2013
MyPa - JJK Jyvaskyla,3:0,1.27,6.5,13.5,26.10.2013
32. Round,,1,X,2,
Honka - Lahti,4:2,2.65,3.85,2.75,20.10.2013
JJK Jyvaskyla - HJK,0:5,9,5.82,1.38,20.10.2013
KuPS - Inter Turku,1:2,2.16,3.65,3.5,20.10.2013
Rovaniemi - MyPa,0:1,2.79,3.4,2.75,20.10.2013
TPS - Mariehamn,3:3,2.58,3.72,2.75,20.10.2013
VPS - Jaro,3:0,1.54,4.5,7,20.10.2013
31. Round,,1,X,2,
HJK - Rovaniemi,3:0,1.22,7.79,19,06.10.2013
Honka - KuPS,2:4,1.73,3.95,5.29,06.10.2013
Jaro - TPS,0:3,2.76,3.71,2.65,06.10.2013
MyPa - VPS,1:1,2.25,3.52,3.6,06.10.2013
Inter Turku - JJK Jyvaskyla,2:0,1.6,4.61,7.2,05.10.2013
Lahti - Mariehamn,5:1,1.93,3.9,4.3,05.10.2013
30. Round,,1,X,2,
JJK Jyvaskyla - KuPS,0:4,3,3.6,2.56,02.10.2013
Rovaniemi - Inter Turku,1:2,2.49,3.3,3.15,02.10.2013
VPS - HJK,1:1,6.5,4.33,1.65,30.09.2013
Mariehamn - Honka,3:2,3.2,3.62,2.31,29.09.2013
TPS - MyPa,2:1,3.1,3.45,2.7,29.09.2013
Lahti - Jaro,5:2,1.65,4.17,6.25,27.09.2013
18. Round,,1,X,2,
TPS - HJK,0:3,7,4.59,1.6,26.09.2013
29. Round,,1,X,2,
Honka - JJK Jyvaskyla,3:3,1.3,6.27,13.5,23.09.2013
HJK - TPS,3:1,1.29,6.31,12,22.09.2013
KuPS - Rovaniemi,2:0,2,3.65,4.16,22.09.2013
MyPa - Lahti,0:1,2.17,3.5,3.8,22.09.2013
Jaro - Mariehamn,1:2,2.43,3.61,3.2,21.09.2013
Inter Turku - VPS,1:2,2.2,3.78,3.75,20.09.2013
28. Round,,1,X,2,
Jaro - Honka,1:3,3.9,3.61,2.16,16.09.2013
Lahti - HJK,0:2,5.36,4.12,1.75,16.09.2013
Mariehamn - MyPa,3:2,2.7,3.64,2.76,16.09.2013
Rovaniemi - JJK Jyvaskyla,1:1,1.7,4.12,5.87,16.09.2013
TPS - Inter Turku,1:1,2.7,3.32,2.83,16.09.2013
VPS - KuPS,2:1,2.33,3.4,3.6,16.09.2013
27. Round,,1,X,2,
HJK - Mariehamn,6:1,1.3,7.2,13,13.09.2013
Honka - Rovaniemi,0:0,1.6,4.19,6.25,13.09.2013
Inter Turku - Lahti,1:3,2.2,3.56,3.74,13.09.2013
KuPS - TPS,1:1,2.15,3.91,3.5,13.09.2013
JJK Jyvaskyla - VPS,1:3,3,3.6,2.6,12.09.2013
MyPa - Jaro,1:0,1.75,4.13,5.5,12.09.2013
26. Round,,1,X,2,
Jaro - HJK,1:5,4.76,3.86,1.84,01.09.2013
Mariehamn - Inter Turku,1:1,2.3,3.53,3.3,01.09.2013
MyPa - Honka,0:0,2.7,3.34,3.07,01.09.2013
VPS - Rovaniemi,1:1,2.25,3.4,3.8,01.09.2013
TPS - JJK Jyvaskyla,2:2,1.73,4.19,5.25,31.08.2013
Lahti - KuPS,2:0,2.1,3.74,3.9,30.08.2013
8. Round,,1,X,2,
TPS - MyPa,1:2,2.63,3.3,3.1,28.08.2013
25. Round,,1,X,2,
Inter Turku - Jaro,1:0,2.23,3.46,3.5,26.08.2013
HJK - MyPa,2:1,1.53,4.5,7,25.08.2013
Honka - VPS,3:0,1.76,3.7,5.48,25.08.2013
JJK Jyvaskyla - Lahti,2:3,2.7,3.45,2.78,25.08.2013
